"filename", "language", "JSON", "Markdown", "YAML", "JSON with Comments", "TypeScript", "TypeScript JSX", "XML", "JavaScript", "PostCSS", "MS SQL", "HTML", "Properties", "comment", "blank", "total"
"c:\Servers\Foundry\apps\web\public\logos\Hytale\Hytale-Logo-vectorWhite.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 0, 16
"c:\Servers\Foundry\apps\web\public\logos\Minecraft\minecraft.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Servers\Foundry\apps\web\public\site.webmanifest", "JSON", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Servers\Foundry\apps\web\scripts\image-loader.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Servers\Foundry\apps\web\scripts\populate-locales.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 20, 95
"c:\Servers\Foundry\apps\web\src\actions\accounts.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 6, 6, 29
"c:\Servers\Foundry\apps\web\src\actions\avatar.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 8, 7, 31
"c:\Servers\Foundry\apps\web\src\actions\categories.ts", "TypeScript", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 4, 24, 136
"c:\Servers\Foundry\apps\web\src\actions\game-assets.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 19, 14, 67
"c:\Servers\Foundry\apps\web\src\actions\games.ts", "TypeScript", 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 6, 18, 141
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\games\[id]\categories\[categoryId]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 8, 46
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\games\[id]\categories\[categoryId]\subcategory\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 8, 46
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\games\[id]\categories\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 7, 39
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\games\[id]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\games\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 12, 183
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\games\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\games\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 5, 89
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\users\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\adash\users\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Servers\Foundry\apps\web\src\app\[locale]\(adash)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 2, 6, 68
"c:\Servers\Foundry\apps\web\src\app\[locale]\(errors)\errors\[status]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 8, 47
"c:\Servers\Foundry\apps\web\src\app\[locale]\(errors)\errors\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Servers\Foundry\apps\web\src\app\[locale]\(errors)\global-error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Servers\Foundry\apps\web\src\app\[locale]\(errors)\not-found.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(home)\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 3, 4, 31
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\browse\[game_slug]\actions.ts", "TypeScript", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 13, 18, 115
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\browse\[game_slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 6, 11, 89
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\browse\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\browse\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 2, 7, 78
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\actions.ts", "TypeScript", 0, 0, 0, 0, 437, 0, 0, 0, 0, 0, 0, 0, 112, 123, 672
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\data.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 16
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\kanban-gantt-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 255, 0, 0, 0, 0, 0, 0, 12, 18, 285
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\modk.page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363, 21, 384
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 8, 29, 271
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\project-edit-form-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 297, 0, 0, 0, 0, 0, 0, 9, 25, 331
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\project-edit-mode.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\project-file-manager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 4, 22, 238
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\project-gallery-manager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 6, 28, 276
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\project-header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 7, 20, 187
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\project-likes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 2, 14, 85
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\project-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 11, 9, 330
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\project-tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 11, 15, 202
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\tabs\project-activity-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\tabs\project-blog-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 3, 11, 204
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\tabs\project-files-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 320, 0, 0, 0, 0, 0, 0, 10, 19, 349
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\tabs\project-gallery-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 2, 6, 82
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\tabs\project-issues-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\tabs\project-overview-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 3, 27
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(projects)\project\[...id]\tabs\project-tabs.types.ts", "TypeScript", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 3, 7, 102
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(user)\account\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(user)\admin\sso\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 1, 12, 151
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(user)\auth\forgot\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 5, 61
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(user)\auth\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 5, 70
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(user)\auth\register\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 2, 6, 72
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(user)\auth\reset\[token]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(user)\auth\reset\[token]\reset-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(user)\auth\reset\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 3, 4, 30
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\(user)\auth\two-factor\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 15, 225
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\dev\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 13, 91
"c:\Servers\Foundry\apps\web\src\app\[locale]\(site)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 5, 17, 123
"c:\Servers\Foundry\apps\web\src\app\[locale]\[...rest]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Servers\Foundry\apps\web\src\app\[locale]\api\auth\[...all]\route.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Servers\Foundry\apps\web\src\app\[locale]\api\glimpse\route.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 2, 6, 29
"c:\Servers\Foundry\apps\web\src\app\error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Servers\Foundry\apps\web\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 9, 19, 185
"c:\Servers\Foundry\apps\web\src\app\manifest.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\Servers\Foundry\apps\web\src\app\not-found.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Servers\Foundry\apps\web\src\components\account\account-navigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 2, 12, 183
"c:\Servers\Foundry\apps\web\src\components\account\account-page-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 552, 0, 0, 0, 0, 0, 0, 6, 50, 608
"c:\Servers\Foundry\apps\web\src\components\account\api-keys-stats.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 13, 145
"c:\Servers\Foundry\apps\web\src\components\account\api-keys-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 353, 0, 0, 0, 0, 0, 0, 10, 33, 396
"c:\Servers\Foundry\apps\web\src\components\account\api-keys-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 465, 0, 0, 0, 0, 0, 0, 1, 14, 480
"c:\Servers\Foundry\apps\web\src\components\account\avatar-upload-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 1, 25, 234
"c:\Servers\Foundry\apps\web\src\components\account\billing-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 4, 8, 97
"c:\Servers\Foundry\apps\web\src\components\account\content-blocking-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 4, 9, 116
"c:\Servers\Foundry\apps\web\src\components\account\field-hint.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Servers\Foundry\apps\web\src\components\account\ip-restrictions-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 0, 0, 2, 27, 272
"c:\Servers\Foundry\apps\web\src\components\account\key-details-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 7, 18, 193
"c:\Servers\Foundry\apps\web\src\components\account\notifications-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 4, 8, 95
"c:\Servers\Foundry\apps\web\src\components\account\password-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 6, 127
"c:\Servers\Foundry\apps\web\src\components\account\profile-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 355, 0, 0, 0, 0, 0, 0, 6, 22, 383
"c:\Servers\Foundry\apps\web\src\components\account\rate-limits-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 6, 21, 194
"c:\Servers\Foundry\apps\web\src\components\account\scopes-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 2, 24, 244
"c:\Servers\Foundry\apps\web\src\components\account\security-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 4, 122
"c:\Servers\Foundry\apps\web\src\components\account\sessions-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 2, 17, 296
"c:\Servers\Foundry\apps\web\src\components\account\two-factor-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 18, 255
"c:\Servers\Foundry\apps\web\src\components\account\types\constants.ts", "TypeScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"c:\Servers\Foundry\apps\web\src\components\account\types\schema.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 1, 2, 41
"c:\Servers\Foundry\apps\web\src\components\account\types\types.ts", "TypeScript", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 9, 81
"c:\Servers\Foundry\apps\web\src\components\account\utils.ts", "TypeScript", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60
"c:\Servers\Foundry\apps\web\src\components\admin\admin-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 1, 5, 87
"c:\Servers\Foundry\apps\web\src\components\admin\games\categories-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 4, 18, 176
"c:\Servers\Foundry\apps\web\src\components\admin\games\category-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 0, 0, 6, 32, 298
"c:\Servers\Foundry\apps\web\src\components\admin\games\game-edit-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 362, 0, 0, 0, 0, 0, 0, 3, 17, 382
"c:\Servers\Foundry\apps\web\src\components\admin\games\game-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 376, 0, 0, 0, 0, 0, 0, 7, 20, 403
"c:\Servers\Foundry\apps\web\src\components\admin\nav-user.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 6, 94
"c:\Servers\Foundry\apps\web\src\components\admin\users\ban-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 9, 135
"c:\Servers\Foundry\apps\web\src\components\admin\users\user-details-view.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 324, 0, 0, 0, 0, 0, 0, 8, 29, 361
"c:\Servers\Foundry\apps\web\src\components\admin\users\user-schema.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Servers\Foundry\apps\web\src\components\admin\users\user-sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 1, 14, 269
"c:\Servers\Foundry\apps\web\src\components\admin\users\users-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 412, 0, 0, 0, 0, 0, 0, 3, 26, 441
"c:\Servers\Foundry\apps\web\src\components\app-navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 3, 12, 143
"c:\Servers\Foundry\apps\web\src\components\app-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 8, 6, 180
"c:\Servers\Foundry\apps\web\src\components\browse\browse-controls.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 6, 9, 76
"c:\Servers\Foundry\apps\web\src\components\browse\browse-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 11, 18, 165
"c:\Servers\Foundry\apps\web\src\components\browse\project-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 10, 11, 100
"c:\Servers\Foundry\apps\web\src\components\dev\icons-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 1, 16, 187
"c:\Servers\Foundry\apps\web\src\components\dev\kibo-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 339, 0, 0, 0, 0, 0, 0, 0, 27, 366
"c:\Servers\Foundry\apps\web\src\components\dev\markdown-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 813, 0, 0, 0, 0, 0, 0, 19, 84, 916
"c:\Servers\Foundry\apps\web\src\components\dev\primitives-tab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1277, 0, 0, 0, 0, 0, 0, 0, 87, 1364
"c:\Servers\Foundry\apps\web\src\components\dev\section-header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Servers\Foundry\apps\web\src\components\dev\testing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 8, 112
"c:\Servers\Foundry\apps\web\src\components\error-page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Servers\Foundry\apps\web\src\components\locale-switcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 7, 12, 96
"c:\Servers\Foundry\apps\web\src\components\markdown\md-viewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 496, 0, 0, 0, 0, 0, 0, 20, 26, 542
"c:\Servers\Foundry\apps\web\src\components\nav\breadcrumbs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 11, 84
"c:\Servers\Foundry\apps\web\src\components\nav\nav-main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 3, 78
"c:\Servers\Foundry\apps\web\src\components\nav\nav-projects.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 4, 65
"c:\Servers\Foundry\apps\web\src\components\nav\nav-secondary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 2, 45
"c:\Servers\Foundry\apps\web\src\components\nav\nav-user.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 1, 7, 164
"c:\Servers\Foundry\apps\web\src\components\nav\sidebar-top.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Servers\Foundry\apps\web\src\components\projects\create-project-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 2, 19, 170
"c:\Servers\Foundry\apps\web\src\components\theme\theme-sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 10, 19, 237
"c:\Servers\Foundry\apps\web\src\components\timezone-switcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 3, 81
"c:\Servers\Foundry\apps\web\src\components\ui\icon-selector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 3, 17, 172
"c:\Servers\Foundry\apps\web\src\components\ui\tags-input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 8, 69
"c:\Servers\Foundry\apps\web\src\components\unauthorized.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Servers\Foundry\apps\web\src\constants.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Servers\Foundry\apps\web\src\global.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Servers\Foundry\apps\web\src\i18n\navigation.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 2, 7
"c:\Servers\Foundry\apps\web\src\i18n\request.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"c:\Servers\Foundry\apps\web\src\i18n\routing.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10
"c:\Servers\Foundry\apps\web\src\lib\auth-client.ts", "TypeScript", 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 40, 14, 159
"c:\Servers\Foundry\apps\web\src\lib\auth-db.ts", "TypeScript", 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 13, 34, 179
"c:\Servers\Foundry\apps\web\src\lib\auth-types.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\web\src\lib\auth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0, 0, 223, 30, 538
"c:\Servers\Foundry\apps\web\src\lib\permissions.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 4, 25
"c:\Servers\Foundry\apps\web\src\lib\register_sso.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\Servers\Foundry\apps\web\src\lib\schemas\games.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Servers\Foundry\apps\web\src\lib\storage.ts", "TypeScript", 0, 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 119, 53, 404
"c:\Servers\Foundry\apps\web\src\providers\app-providers.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Servers\Foundry\apps\web\src\providers\next-theme-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Servers\Foundry\apps\web\src\providers\theme-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 34, 26, 205
"c:\Servers\Foundry\apps\web\src\proxy.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 29, 10, 52
"c:\Servers\Foundry\apps\web\tsconfig.json", "JSON with Comments", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Servers\Foundry\biome.jsonc", "JSON with Comments", 0, 0, 0, 609, 0, 0, 0, 0, 0, 0, 0, 0, 26, 21, 656
"c:\Servers\Foundry\lefthook.yml", "YAML", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Servers\Foundry\loccy.config.json", "JSON", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
