"filename", "language", "JSON", "Markdown", "YAML", "JSON with Comments", "TypeScript", "TypeScript JSX", "XML", "JavaScript", "PostCSS", "MS SQL", "HTML", "Properties", "comment", "blank", "total"
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-otp\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 24, 11, 137
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-otp\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 7, 85
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-otp\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-page-expired\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 6, 8, 56
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-page-expired\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 4, 46
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-page-expired\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-passkeys-conditional-authenticate\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-passkeys-conditional-authenticate\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0, 0, 2, 10, 291
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-passkeys-conditional-authenticate\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-passkeys-conditional-authenticate\useScript.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 9, 64
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-password\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 10, 81
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-password\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 12, 117
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-password\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-password\useScript.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 8, 63
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-recovery-authn-code-config\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 6, 8, 58
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-recovery-authn-code-config\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 13, 107
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-recovery-authn-code-config\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-recovery-authn-code-config\useScript.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 7, 146
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-recovery-authn-code-input\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-recovery-authn-code-input\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 5, 52
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-recovery-authn-code-input\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-reset-otp\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 18, 10, 108
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-reset-otp\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 8, 52
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-reset-otp\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-reset-password\Form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 6, 57
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-reset-password\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 6, 8, 74
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-reset-password\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-reset-password\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-update-password\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 12, 9, 77
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-update-password\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 8, 94
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-update-password\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-update-profile\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 6, 8, 56
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-update-profile\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 8, 46
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-update-profile\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-username\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 9, 57
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-username\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 14, 162
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-username\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-username\useScript.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 8, 63
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-verify-email\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 18, 10, 116
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-verify-email\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-verify-email\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-x509-info\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 6, 8, 58
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-x509-info\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 7, 49
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login-x509-info\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\Form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 17, 172
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\Info.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 5, 30
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 326, 0, 0, 0, 0, 0, 0, 2, 19, 347
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\SocialProviders.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 2, 9, 83
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\apple.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\bitbucket.svg", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\discord.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\facebook.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\github.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\gitlab.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\google.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\instagram.svg", "XML", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 32
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\linkedin.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\microsoft.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\oidc.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\openshift.svg", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\paypal.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\slack.svg", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\stackoverflow.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\providers\x.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\useProviderLogos.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 3, 39
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\login\useScript.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 8, 63
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\logout-confirm\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 6, 8, 62
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\logout-confirm\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 7, 38
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\logout-confirm\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\register\Form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 1, 7, 72
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\register\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 267, 0, 0, 0, 0, 0, 0, 2, 16, 285
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\register\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\register\TermsAcceptance.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 6, 51
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\register\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\saml-post-form\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 7, 35
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\saml-post-form\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 1, 9, 46
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\saml-post-form\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\select-authenticator\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 6, 10, 119
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\select-authenticator\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 11, 68
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\select-authenticator\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\select-organization\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 18, 10, 104
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\select-organization\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 15, 107
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\select-organization\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\terms\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 2, 9, 94
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\terms\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 6, 36
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\terms\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\update-email\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 6, 8, 55
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\update-email\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 8, 41
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\update-email\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-authenticate\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 24, 11, 168
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-authenticate\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 17, 122
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-authenticate\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-authenticate\useScript.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 9, 56
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-error\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 18, 10, 98
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-error\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 3, 7, 52
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-error\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-register\Page.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 12, 9, 76
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-register\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 9, 56
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-register\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Servers\Foundry\apps\keycloak-theme\src\login\pages\webauthn-register\useScript.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 8, 63
"c:\Servers\Foundry\apps\keycloak-theme\src\login\shared\getColorScheme.ts", "TypeScript", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 13, 46
"c:\Servers\Foundry\apps\keycloak-theme\src\login\shared\redirectUrlOrigin.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 11, 32
"c:\Servers\Foundry\apps\keycloak-theme\src\login\styleLevelCustomization.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 7, 36
"c:\Servers\Foundry\apps\keycloak-theme\src\main-kc.dev.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Servers\Foundry\apps\keycloak-theme\src\main-kc.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Servers\Foundry\apps\keycloak-theme\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Servers\Foundry\apps\keycloak-theme\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Servers\Foundry\apps\keycloak-theme\tsconfig.app.json", "JSON", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 32
"c:\Servers\Foundry\apps\keycloak-theme\tsconfig.json", "JSON with Comments", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"c:\Servers\Foundry\apps\keycloak-theme\tsconfig.node.json", "JSON", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 27
"c:\Servers\Foundry\apps\keycloak-theme\vite.config.ts", "TypeScript", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 1, 2, 50
"c:\Servers\Foundry\apps\web\README.md", "Markdown", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 37
"c:\Servers\Foundry\apps\web\emails\api-key-notice.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 17, 125
"c:\Servers\Foundry\apps\web\emails\colors.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 2, 21
"c:\Servers\Foundry\apps\web\emails\org\org-invite.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 15, 87
"c:\Servers\Foundry\apps\web\emails\org\org-notice.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 14, 71
"c:\Servers\Foundry\apps\web\emails\stripe\stripe-invoice-failed.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 15, 86
"c:\Servers\Foundry\apps\web\emails\stripe\stripe-receipt.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 2, 21, 214
"c:\Servers\Foundry\apps\web\emails\stripe\stripe-subscription.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 15, 84
"c:\Servers\Foundry\apps\web\emails\user\account-updated.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 17, 105
"c:\Servers\Foundry\apps\web\emails\user\banned.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 16, 99
"c:\Servers\Foundry\apps\web\emails\user\passkey-notice.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 16, 101
"c:\Servers\Foundry\apps\web\emails\user\password-reset.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 15, 81
"c:\Servers\Foundry\apps\web\emails\user\two-factor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 16, 98
"c:\Servers\Foundry\apps\web\emails\user\verify-email.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 15, 77
"c:\Servers\Foundry\apps\web\emails\user\welcome-base.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 3, 17, 87
"c:\Servers\Foundry\apps\web\messages\de.json", "JSON", 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 821
"c:\Servers\Foundry\apps\web\messages\en.json", "JSON", 777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 779
"c:\Servers\Foundry\apps\web\messages\es.json", "JSON", 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 821
"c:\Servers\Foundry\apps\web\messages\fr.json", "JSON", 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 821
"c:\Servers\Foundry\apps\web\messages\it.json", "JSON", 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 821
"c:\Servers\Foundry\apps\web\messages\ja.json", "JSON", 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 821
"c:\Servers\Foundry\apps\web\messages\ko.json", "JSON", 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 821
"c:\Servers\Foundry\apps\web\messages\pt.json", "JSON", 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 821
"c:\Servers\Foundry\apps\web\messages\ru.json", "JSON", 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 821
"c:\Servers\Foundry\apps\web\messages\zh.json", "JSON", 820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 821
"c:\Servers\Foundry\apps\web\next.config.ts", "TypeScript", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 32, 13, 101
"c:\Servers\Foundry\apps\web\opencode.json", "JSON", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Servers\Foundry\apps\web\package.json", "JSON", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 88
"c:\Servers\Foundry\apps\web\pnpm-lock.yaml", "YAML", 0, 0, 755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 957
"c:\Servers\Foundry\apps\web\postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 8
"c:\Servers\Foundry\apps\web\public\favicon.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Servers\Foundry\apps\web\public\logos\Hytale\Hytale-Logo-OnlyH-vectorBlack.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 5
"c:\Servers\Foundry\apps\web\public\logos\Hytale\Hytale-Logo-OnlyH-vectorWhite.svg", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 0, 12
"c:\Servers\Foundry\apps\web\public\logos\Hytale\Hytale-Logo-vectorBlack.svg", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 9
